임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수,월매출
96451,1181,1551,3266,3019,3196,3923,3101,1933,735,4638,2311,1701,1257,2171.963,12212.57,18,42,36,248,3,6,8,14,1,1,47471404
79360,1231,1618,3111,2782,3324,3876,3151,2091,855,3393,2447,1801,1412,2047.904,13926.67,19,30,3,227,1,8,7,20,1,1,40700592
120010,1012,1283,4401,3804,3484,4233,3214,2128,705,6742,2575,1822,1174,3410.915,21115.92,35,65,41,734,4,11,27,122,1,1,54233706
82934,1259,1554,2768,2781,3190,3725,3078,2165,812,3544,2407,1755,1290,2999.257,13368.64,19,43,13,362,0,2,6,19,1,3,39903200
60844,1911,2430,4367,4398,4899,5666,4750,3182,1179,5583,3599,2734,1975,4481.619,28756.33,27,47,13,236,3,2,4,10,4,0,29923208
81261,1802,2454,3539,3773,4502,4346,3299,1954,784,3579,2536,2283,2031,1637.482,43509.33,13,33,0,184,1,2,7,13,6,1,58686748
101554,2182,2545,4376,4676,4961,5377,3780,2219,819,3721,3000,2733,2233,3893.495,30829.2,20,33,0,182,4,7,6,11,2,0,46864923
80754,934,1217,1957,1923,2356,2722,2027,1322,463,2559,1672,1201,948,860.8693,13031.6,10,18,0,167,1,2,3,14,0,0,34056963
215119,2051,2937,3836,3692,4779,5021,3223,1681,837,2757,2289,2381,2505,2629.752,19614.56,20,24,6,225,2,10,8,16,5,0,37873417
140496,1760,2189,3757,3846,3790,4649,3395,1719,752,2708,2280,2345,2097,6410.272,20271.32,19,31,2,274,3,6,12,16,7,1,69214906
98691,1063,1346,2832,2730,3202,4013,3747,2600,891,4033,2683,1810,1234,3055.547,20000.13,20,46,9,388,6,2,11,31,2,0,68911497
105854,1866,1955,3545,3986,4051,4810,4684,2737,1044,4035,3092,2517,1908,1412.127,23758.99,14,32,4,224,2,0,4,11,4,2,15328720
95225,1311,1905,3233,2737,3540,3814,3112,1995,707,3080,2253,1884,1499,2220.814,44022.61,17,34,0,151,5,1,5,2,2,0,43898218
101101,1224,1600,2813,2981,2977,3485,2801,1597,695,2965,2194,1724,1323,1765.013,21992.44,12,22,6,225,6,7,8,20,3,0,50070186
72936,930,1185,2617,2595,2603,2909,2343,1592,538,3102,1876,1414,1074,1962.893,44607.65,16,32,2,164,1,3,4,8,1,0,36744046
118387,1339,2192,2735,2506,3222,3602,2564,1145,533,1488,1591,1710,1869,1319.642,18399.57,10,16,0,59,0,3,0,1,8,0,72693518
118707,1757,2468,4331,3775,4600,5631,4360,2502,816,4646,2958,2411,2105,4247.489,35747.14,27,44,3,537,13,11,28,53,1,1,83781119
74361,1141,1684,2934,2528,3261,4006,3143,1886,682,3713,2297,1795,1302,682.9108,29326.53,12,37,2,179,2,1,5,12,2,0,71740883
94694,2165,3022,3772,3432,4605,5201,3935,1774,914,1795,2323,2543,2619,4504.321,21972.66,10,22,0,115,0,0,6,4,2,0,55593235
133370,1469,1929,4313,3135,3696,3768,3078,1910,669,4328,2197,1788,1629,2917.763,9544.261,37,31,6,362,3,13,20,40,4,2,34273160
131897,1768,2297,3112,3240,4267,4417,3996,2263,887,3865,2888,2162,1813,1467.353,41270.83,19,26,0,102,0,0,1,2,1,0,29725094
148960,2697,2410,3790,5205,4983,4984,4474,2548,950,3669,3521,2864,2297,1470.392,22527.32,8,21,0,79,1,1,0,0,0,1,11530139
113500,2476,3097,7203,6100,5768,6111,5114,2536,964,8132,3663,2981,2581,8120.405,22166.46,45,65,7,565,9,8,19,28,5,2,32965257
140378,3261,4909,6930,5639,7035,6241,4181,2106,874,5430,3104,3254,3548,7077.061,19685.79,37,40,1,415,3,12,18,31,6,1,49612349
107662,1336,3947,5802,2979,4624,5161,3226,1731,858,4816,2347,2175,2440,5231.227,43682.66,21,26,0,195,2,3,2,5,7,0,50329286
112986,1686,4704,3628,2051,5495,4807,2218,1147,576,2117,1426,1948,2776,1920.654,29469.19,12,26,0,219,1,5,7,7,14,0,69943707
171461,2006,6003,3252,2101,6868,4561,1849,1007,467,1407,1328,2308,3333,2795.369,10244.47,14,25,0,148,0,4,1,4,15,0,59054801
103525,1316,2575,2724,2193,3863,3679,2603,1775,710,2489,1963,1689,1845,2118.754,12690.22,14,23,0,254,0,5,10,25,6,0,26345060
245656,2488,3638,4598,4749,6443,5854,4671,3231,1414,4830,3938,3199,2777,2253.411,38075.04,9,42,0,174,1,1,2,2,1,1,97267864
117979,2644,3693,5723,5374,6194,7302,5443,2779,1177,4335,3580,3381,3237,7540.422,13030.61,26,46,2,403,3,8,17,36,6,1,45546957
185410,1124,2071,3554,2530,3409,4082,2665,1387,546,3117,1710,1663,1793,2357.81,9255.976,32,62,1,687,3,16,22,60,11,1,58431331
75983,1328,2157,3218,2812,4020,4768,4017,2706,1021,4535,2824,1991,1661,2769.099,30681.01,16,54,3,237,0,5,11,22,3,1,22229858
88078,1284,2357,3684,2929,4108,4799,3497,2222,875,3875,2623,2187,1786,1553.365,12453.06,13,34,5,238,0,9,10,16,5,1,39684490
184853,2901,3468,4798,5326,6124,5715,3710,1933,919,4178,3257,3068,2887,4996.398,20213.95,28,40,14,316,3,4,12,23,7,0,48031698
133134,2819,2415,2681,5249,4186,3028,2116,1129,504,2237,2248,2308,2062,884.4032,17872.06,5,12,0,65,0,1,0,4,4,1,87703938
132678,1645,2436,2777,3090,3817,3686,2649,1324,601,2026,2107,2045,1902,2418.975,18599.59,9,17,0,70,0,1,1,3,5,0,23536522
133134,1109,1577,2457,2665,2785,2894,1945,846,443,1695,1761,1500,1385,1196.05,47221.4,5,12,0,35,1,0,1,4,2,0,11377287
107256,2743,2597,5049,6437,5916,6140,4775,3037,1123,6534,4050,3115,2424,4871.754,8792.402,28,56,8,306,5,8,10,17,1,2,36587857
133751,2850,2988,5585,6022,6590,6942,5222,3451,1394,6448,4269,3541,2739,3517.906,6796.829,15,22,5,234,0,3,4,15,4,1,28191275
116847,1435,2086,4372,4333,4428,5213,4131,2650,945,5815,3302,2354,1721,2929.541,24655.05,24,61,12,334,5,6,11,9,1,1,60170676
127468,1226,1925,3939,3550,3770,4306,3337,2046,648,4505,2657,2000,1537,2515.967,49678.14,20,39,8,429,2,9,17,39,4,0,42350938
93562,1885,2867,4455,4491,4974,4952,3583,2205,833,4186,3019,2597,2116,3157.547,25436.13,33,57,1,381,1,10,16,29,3,0,35142765
65642,2163,3111,4608,4535,5472,5862,4409,2688,1012,3928,3135,2754,2397,5213.331,19152.37,22,41,1,156,0,0,2,3,6,1,55099619
123953,1657,2241,5203,5110,5006,5099,3950,2678,941,7365,3434,2421,1766,2921.602,44907.31,34,62,46,543,0,6,12,27,2,1,56196452
104676,1798,2593,3426,3969,4473,3903,2946,1922,707,4658,2472,1984,1682,2985.038,25100.02,25,34,5,282,1,4,10,16,10,0,52472021
117947,2508,1979,2376,3941,4221,3063,2291,1405,531,2547,2018,1980,1712,1541.477,27602.6,4,8,0,75,0,0,3,6,0,0,9294491
101563,1192,1918,3699,3516,3986,4521,3734,2596,1024,5774,2862,1976,1481,1738.558,42781.33,33,51,11,465,4,9,20,40,6,0,73576518
97973,3358,4047,6780,7731,8119,7987,5883,3779,1300,7340,4856,4104,3366,4705.986,47244.23,39,52,4,457,0,15,16,27,12,0,54735984
90614,1888,2345,4054,4533,4498,4748,3644,2206,764,3665,2852,2517,2047,2659.241,12137.81,20,27,2,206,5,9,7,19,6,1,53343708
76533,1370,1928,3093,3180,3556,3712,2985,1588,639,3143,2131,1842,1576,2165.273,18583.43,12,24,0,96,3,0,2,1,2,1,41932579
78440,915,1356,2188,2244,2508,2856,2317,1451,490,2464,1667,1292,1134,2896.573,38608.2,15,24,0,183,4,3,11,8,0,1,42243338
130484,5491,7466,6886,7536,11288,8127,5821,3306,1317,5543,4099,4248,5040,3062.958,40220.2,34,48,3,397,3,4,4,4,8,1,9722996
129935,1445,1619,2462,2610,3149,3107,2095,1493,728,3314,1698,1524,1311,2074.087,18305.99,12,20,3,192,0,2,6,6,3,0,36500953
105222,1505,1182,2705,3161,2880,2902,1741,1066,437,2872,1673,1487,1223,1714.205,32021.58,9,36,5,119,0,0,3,4,2,0,43464554
118171,851,1305,3019,2721,2705,3178,2306,1399,647,4453,1702,1247,1062,13589.31,17832.47,28,34,4,457,0,4,8,13,4,2,67365831
190797,951,1333,10950,3810,2125,2079,1417,1032,448,9163,1511,830,629,5312.111,7181.523,84,138,73,1582,2,24,25,54,18,2,61366343
110370,2044,3055,8751,6488,6035,5784,4361,3047,1319,9904,3644,2643,2157,15160.73,28891.18,39,58,3,491,7,6,6,7,7,0,68446332
100415,1728,2076,3232,3665,4017,4152,3173,1995,832,3407,2461,2075,1734,1749.257,32079.33,15,35,3,193,1,3,1,15,0,0,33462256
108586,876,1304,2245,2062,2489,2831,2280,1603,747,2640,1658,1320,1140,1014.192,12721.36,13,30,10,254,1,1,8,11,4,1,72014712
234712,928,1204,1945,1984,2241,2669,1846,1273,519,1736,1410,1296,1099,1354.553,28435.44,5,12,3,101,5,6,3,7,4,1,48817910
78321,1432,1962,3049,2888,3467,4082,3113,1974,868,3104,2144,1857,1667,2294.972,14774.75,11,31,4,154,0,2,4,3,5,0,54911113
90499,1563,2567,4444,3816,4498,4757,3553,2209,982,4689,2748,2219,1862,5204.911,24323.96,21,33,2,246,4,8,9,7,6,0,44483260
137421,2342,1474,1893,2801,3239,2296,1620,1011,382,1461,1243,1464,1491,4168.246,13955.9,8,29,14,160,1,0,3,5,3,1,53801825
105295,1927,2217,4223,3726,4061,3893,2883,1992,789,4568,2408,1982,1748,4011.777,44353.06,25,31,1,308,2,9,10,22,4,0,24177362
98704,1635,2043,2278,2769,3480,3026,2110,1349,522,1577,1617,1675,1622,3098.168,32110.45,10,13,0,57,1,1,2,0,3,0,62491147
83187,1971,2771,4963,4745,5482,5733,4405,2901,1035,5468,3497,2797,2283,3040.517,22718.55,31,31,3,272,1,10,12,16,5,0,45187151
157396,2709,1665,3259,5444,3992,3914,2419,1279,587,3166,2263,2370,1933,19124.72,14160.9,23,41,7,508,0,4,6,5,8,1,47779367
93005,2488,2716,6809,6957,6225,6959,4411,2740,1174,8523,3983,3134,2583,10421.75,20606.66,29,45,3,283,1,3,10,15,1,1,36009669
202560,1642,1758,3179,3875,3517,3593,2581,1598,801,3637,2046,1819,1621,8484.545,7806.236,23,31,4,411,0,3,7,23,2,0,51462195
165496,2352,2058,2496,3972,4502,3104,2061,1276,604,3173,1954,1870,1693,15710.53,32222.46,26,33,1,425,5,3,7,23,2,1,50954476
134605,459,795,4182,2038,1797,1726,1280,874,359,4767,1149,582,505,3577.357,21076.47,40,31,47,358,1,7,5,10,5,3,58834111
125407,1017,1185,2449,2123,2273,1910,1185,886,357,2455,1182,998,848,17700.7,33479.42,10,27,3,200,2,0,3,9,3,1,45335422
121770,1572,1926,3442,3422,3709,3182,2210,1445,611,3574,1894,1715,1564,4492.417,13889.71,18,25,0,195,0,0,4,3,1,0,50850414
159598,2036,1996,5290,4536,4321,3739,2327,1347,619,5185,2263,1953,1807,5951.562,26398.26,41,49,6,564,3,7,5,4,7,2,61457079
153770,1058,1462,6421,5585,3890,3159,2226,1574,738,8662,2444,1493,1098,29350.65,13908.97,124,186,35,2884,0,19,58,82,6,2,59889367
140609,1341,1108,3749,4097,2758,2584,1883,1210,476,4944,2102,1283,948,6116.742,35478.68,28,47,10,584,4,4,5,12,1,1,66367006
130339,1248,1485,3657,4321,3516,3277,2370,1609,585,5085,2399,1528,1294,3442.301,37217.93,25,41,2,455,0,5,11,18,3,0,44234513
109939,1380,1790,2703,3192,3477,2817,2146,1399,487,2996,1881,1511,1440,1280.107,17844.16,17,33,0,267,3,6,4,14,2,0,54430556
130961,808,936,3570,3527,2577,2221,1791,1134,498,4825,1729,1059,778,3219.684,37652.94,26,56,8,717,0,3,1,9,2,0,46937921
105097,1145,1631,3293,3673,3673,2929,2106,1385,493,4137,2061,1494,1202,9537.042,26858.5,28,30,4,238,8,6,4,14,2,0,41250407
118071,2961,3921,6748,7057,7154,5746,4065,2888,1030,7855,3846,3227,2921,3427.953,38381.81,32,49,1,284,1,2,8,3,3,2,54068521
192119,3150,4547,4345,4497,6853,4430,2888,1700,733,4252,2432,2485,2708,18348.74,26858.54,53,40,0,757,1,3,7,7,1,1,59304156
200270,3024,5272,3658,3621,7165,4978,2659,1264,439,1584,1689,2830,3498,21903.78,27681.16,37,32,2,577,0,6,14,22,7,2,55840828
101236,2026,2813,5144,5703,4849,5111,3561,1602,628,4446,2837,2596,2387,5483.25,23857.02,28,31,2,200,9,6,9,15,3,1,22160352
119871,1530,1702,3702,4280,3394,3895,2745,1285,523,3497,2351,1985,1584,2559.157,18507.32,17,23,3,238,0,5,9,22,4,1,68391585
93014,1608,3738,4239,3172,5036,4905,2475,1424,503,2879,1900,2094,2549,3470.26,18695.59,20,35,3,277,2,5,7,13,12,0,30401312
179597,3612,7693,4875,4334,9452,6734,3789,1535,739,1648,2037,3657,5095,28620.87,23969.43,19,38,0,215,2,5,4,4,18,0,69847603
102844,1234,1493,2883,3103,3457,4181,3415,1694,540,4298,2316,1794,1299,2640.972,7831.846,16,43,4,301,1,7,12,26,1,0,55061086
96441,1700,1935,2826,3489,3515,3672,3319,1579,505,2408,2038,1914,1711,3023.218,36051.49,9,35,3,124,1,2,6,8,4,0,25549163
76592,1063,1317,2285,2297,2570,3281,2417,1278,432,3917,1829,1245,889,1500.834,33692.53,11,40,0,127,5,2,6,7,0,0,65416499
78040,1781,1760,2236,2825,3162,3046,2526,1280,436,1466,1559,1667,1595,1934.142,29828.02,17,10,0,192,3,0,6,16,0,0,34014228
79424,1113,1404,2226,2384,2426,2718,1948,1007,323,2140,1462,1309,1126,2487.814,41873.66,19,19,6,162,5,3,4,14,3,0,28317845
98771,422,723,831,830,1071,1177,981,485,153,659,566,556,568,1107.025,9127.565,5,12,0,67,0,2,5,10,0,0,55843103
85517,1360,1633,2854,3079,3261,3895,3298,1784,714,2921,2550,1882,1486,3091.22,15814.28,13,34,0,170,2,4,10,21,3,1,34732442
119243,1915,3178,2615,2335,4232,3603,2049,1061,457,1376,1227,1651,2343,12652.07,19243.81,10,22,2,218,3,3,1,11,6,0,70217374
153387,1399,3035,2875,2013,3948,3798,2098,1040,468,1527,1276,1522,2197,6771.373,15946.22,11,23,0,192,2,2,6,15,18,0,36494489
130896,4128,5693,6111,6468,8748,8104,5385,2868,1046,4404,4067,3937,4140,7974.755,38258.25,19,43,3,234,2,5,10,21,6,1,33136879
111366,2122,2599,5498,5929,5656,6002,4679,2534,746,6646,3523,2919,2169,6881.623,107228.8,43,63,7,488,5,13,12,61,6,1,31844735
161151,2092,3834,3337,2896,4863,4446,2373,905,442,1027,1417,2289,2773,20296.54,5597.747,11,16,0,65,0,2,0,0,3,0,50649019
171447,2077,3633,3997,3538,5419,5529,3700,1908,869,2891,2557,2602,2836,6936.725,8092.749,11,20,1,151,11,6,4,6,13,0,51433708
112480,4387,4725,5507,7254,7844,6128,3825,1650,608,3424,2900,3750,4081,12162.69,13589.12,27,34,8,304,3,5,10,17,8,1,67360478
89705,1510,1489,4578,5669,3320,3170,2063,1043,625,6317,2182,1673,1429,7674.868,20456.28,35,24,0,331,2,5,5,21,3,1,52050277
107480,1568,1812,3444,3798,3171,3684,2746,1234,417,2518,1977,1876,1690,4968.229,13690.67,10,21,1,124,4,4,4,5,1,0,51912639
152034,1860,2549,4546,4859,4352,5975,4778,2368,1363,5561,3944,2636,2104,10888.36,14605.51,28,46,0,426,3,7,13,20,11,0,52429802
107443,3398,2891,9028,11734,7881,8228,6882,3548,1054,11926,6046,4348,2893,4939.227,24327.67,58,86,103,594,3,10,18,63,1,1,68396263
95735,1528,1661,2649,3468,3416,2996,2410,1261,347,2803,2025,1690,1259,1576.763,30416.68,11,43,0,75,2,3,4,5,1,0,30963443
122846,1477,1753,3388,3503,3306,3641,3315,1671,517,3202,2123,1917,1577,5580.765,93563.3,16,23,0,267,1,12,13,22,7,0,46016365
122191,1413,1543,3061,3857,3481,3739,3034,1558,544,3542,2408,1907,1368,2616.244,16006.55,17,48,3,275,3,7,11,38,3,0,52514098
105134,2750,2743,5663,7062,5990,5057,4068,2021,650,6877,3669,2923,2220,3377.231,7070.636,28,44,34,272,1,6,12,14,5,0,42786511
104271,1487,1853,4038,4198,3807,4191,3409,1487,518,4925,2420,1894,1635,13820.52,18390.46,32,37,18,454,4,9,18,36,3,0,55735798
146460,1736,1841,3934,4907,4228,4169,3457,1936,512,4225,3038,2191,1668,2529.425,13641.02,15,36,0,244,0,6,6,10,3,1,39486329
236100,2055,2099,8230,8116,4628,4378,2882,1161,456,11762,2559,2056,1905,4686.063,16296.98,82,53,0,1024,15,5,18,26,2,2,41907841
180154,595,534,2017,2712,1504,2672,3075,1479,700,3977,2177,1129,626,3120.734,42195.61,6,11,0,81,1,3,3,3,2,1,1.26E+08
118303,3964,5235,4711,4969,7569,5730,3611,1997,708,2649,2892,3104,3672,3229.099,19057.17,34,52,3,338,5,3,9,7,12,0,26393159
137671,4377,5715,5532,6540,8966,6744,4940,2390,692,3967,3184,3770,4483,7282.159,17714.96,27,35,3,259,3,7,8,17,7,1,30573851
120392,2849,1805,4050,5607,4430,4286,3127,1663,593,5543,2663,2166,1807,31941.31,19259.44,45,53,5,409,15,4,9,32,1,4,47852661
121070,4884,4323,5705,7301,7941,6803,5291,2623,936,4868,3747,3684,3829,7683.216,36518.86,32,42,4,376,3,7,16,29,5,2,66814701
61987,1370,1622,3617,3859,3451,3903,3528,2051,816,5412,2583,1780,1329,3957.218,42341.44,27,38,7,310,3,7,11,31,1,2,32169598
147961,1620,1677,2914,4044,3687,3948,3692,2052,862,4453,2859,2014,1417,6365.328,25739.06,20,20,0,108,1,2,1,4,0,1,37350437
129209,3863,3693,4625,6743,6701,5331,3967,1814,651,2962,2853,3354,3383,15004.58,26601.07,31,40,1,335,1,3,4,12,5,2,54291421
138793,2147,2095,2747,4162,3761,3183,2415,935,341,1767,1792,1863,1962,5423.041,37949.48,10,14,0,105,1,3,4,3,6,0,13458139
112997,1789,1868,4276,5056,6092,8440,4749,2654,888,6178,2913,1870,1375,14380.29,24220.04,28,96,34,639,4,10,17,41,2,1,39807228
168180,1766,1576,4566,5882,4430,3602,2673,1482,532,7670,2192,1629,1314,55112.99,24234.13,72,73,16,854,5,9,21,51,4,2,62954825
128100,1372,1464,3217,4154,4365,5744,3543,2052,714,4941,2532,1656,1125,1982.851,27700.37,19,63,22,447,2,7,13,45,3,0,41306153
111857,2340,1908,5418,6433,5111,5935,3867,2014,687,6820,2866,2244,1885,15614.45,42478.94,29,75,13,607,4,9,12,51,3,1,67861080
94573,561,487,1610,2169,2837,4697,2197,909,381,3883,1023,511,331,988.0914,15490.63,14,48,39,288,1,4,3,49,0,0,60110278
101455,1567,2250,3484,3225,3832,4213,3370,1829,563,2885,2155,1992,1951,7957.7,19909.65,15,45,4,324,2,6,15,28,6,0,73790030
79060,2151,2547,3826,3843,4822,5206,3802,2140,792,3693,2743,2341,2225,3229.258,79116.52,23,37,2,229,2,2,7,15,4,0,30915532
91282,2404,2672,4482,4900,5341,6055,4876,2713,892,4761,3414,2716,2322,5607.133,33080.89,21,49,6,326,6,7,8,24,2,1,39389970
139488,2729,2630,4042,5290,5149,5315,4853,2633,782,3117,3209,2917,2532,7654.283,16929.48,12,30,4,197,0,7,4,15,5,0,46919192
96867,1546,1659,2843,3414,3412,3726,3253,1659,587,2597,2286,1914,1565,2030.742,10514.16,9,29,0,195,3,4,6,8,2,0,38370648
153515,1401,1324,3713,4503,3221,3298,2888,1688,582,5060,2351,1673,1234,3144.698,35943.43,23,24,24,203,5,8,9,19,3,0,98688549
126987,5310,4456,6172,8013,8024,6942,5624,3397,1191,5426,4547,3818,3741,5031.043,25390.89,30,35,0,231,1,5,4,9,4,2,37521698
80094,1802,2246,3243,3684,4165,4154,3418,1815,564,2778,2479,2142,1791,4361.89,23567.67,24,31,0,164,8,7,10,9,3,1,41473180
137590,1018,829,5543,5396,3443,4354,2467,1077,341,9590,1764,1106,783,108512.8,15331.5,112,109,49,1187,2,8,32,41,2,1,61847935
110389,3459,2454,7332,8819,6577,7000,4543,2466,812,9441,3750,3006,2624,14481.91,26368.4,42,72,9,495,5,8,17,30,3,1,55575097
90324,1216,1449,2998,3047,3319,4793,2964,1468,444,3974,2161,1610,1197,2449.3,18434.21,15,30,3,181,3,8,5,16,1,0,32605303
86576,1551,1734,4126,4449,4720,7064,4090,1918,628,5624,2782,1928,1489,3988.345,13602.9,19,70,8,367,4,11,12,30,4,0,56652809
102744,969,1228,2473,2523,3011,4243,2511,1256,339,3297,1767,1253,966,1860.605,32598.05,14,30,12,212,1,5,10,28,0,0,51125119
111267,2406,2623,5194,5580,5788,7046,4759,2687,913,6587,3547,2696,2283,8981.813,23446.25,41,57,24,624,5,12,18,47,8,1,36174270
123494,1794,2303,2711,2787,3846,3946,2988,1739,623,2012,2014,1855,1882,3825.618,22251.15,4,9,0,37,0,0,0,1,4,0,46820317
86902,680,778,1545,1609,1657,2167,1818,1018,322,1429,1238,993,780,6888.167,27008.17,9,24,2,147,6,1,4,7,0,0,49305887
120069,1367,1736,2971,2991,3324,4387,3220,1724,550,3078,2215,1774,1498,1687.467,33835.58,12,33,0,116,0,3,5,8,1,0,68520676
137902,1139,1641,2733,2611,3310,3955,3070,1895,738,3784,2284,1577,1246,1861.664,9933.743,12,43,0,184,2,5,6,17,2,0,67849329
100810,1823,1567,3033,3979,3970,4988,3348,1736,628,4483,1988,1747,1529,5160.541,27414.16,20,53,6,250,2,5,3,26,4,1,46557359
123568,1288,985,5933,6413,3483,3806,2902,1507,541,12084,2206,1347,1027,12436.15,23137.14,67,134,121,1032,5,11,34,63,2,1,56079076
225105,3110,2957,4093,5510,5606,5100,3952,2679,1269,3932,2877,2990,2764,253958.1,36034.9,97,135,4,1930,4,6,22,13,5,4,54434939
93185,1355,1159,3560,4320,3159,3231,2633,1428,556,5273,2104,1546,1199,15852.1,12480.18,33,77,36,603,4,3,14,43,1,1,68698635
135625,2752,2345,7220,7857,5061,4751,3443,1826,799,8541,2886,2664,2426,15421.46,38719.73,38,36,10,430,1,4,13,16,3,1,61349572
81208,1382,1111,2923,4029,3517,4216,2619,1481,609,4388,2065,1435,1049,3609.979,15329.83,11,39,1,172,2,6,6,14,3,0,41730195
98580,3332,2970,3648,6005,5697,4093,3444,1953,768,3633,2666,2815,2647,66717.99,38786.09,39,65,4,585,6,4,18,11,6,1,77481785
91690,1433,1097,2777,4458,2882,2219,1752,1115,430,4271,1917,1387,1016,14993.66,44711.49,18,35,12,318,2,3,9,5,1,1,44228417
105773,1842,1823,3798,5050,3608,3131,2089,1077,450,4158,2056,1797,1663,18454.19,38405.5,37,48,11,368,9,2,8,15,1,1,24689572
88591,831,1088,3314,3351,3009,3435,2430,1519,600,5918,1775,1130,797,3534.08,20532.26,16,39,15,220,4,9,10,20,4,1,45550303
123715,1369,1299,2356,2769,2978,3583,2492,1332,487,2934,1597,1424,1228,1451.987,27293.53,10,30,11,154,2,4,7,16,2,0,35364429
70967,416,687,1340,1269,1559,2175,1501,848,314,1875,954,730,541,1634.375,11386.59,5,14,3,89,0,2,2,5,2,0,82076073
76080,563,746,1319,1405,1835,2434,1604,844,312,1795,939,720,566,1369.297,42377.9,7,26,11,103,3,2,4,13,0,0,14644316
96695,1240,1292,3017,3193,2906,3460,2573,1385,525,3630,1806,1411,1193,2752.169,19346.99,13,37,8,214,9,4,2,21,6,1,88171837
106559,1681,1587,2426,2951,2884,2611,1748,913,343,1920,1315,1390,1499,3234.442,29159.48,13,10,5,119,2,3,2,9,3,1,35705927
112057,823,1022,2169,2248,2715,3656,2235,1312,433,2998,1417,948,770,2405.801,11584.29,15,40,6,204,1,6,2,19,1,0,49413621
126878,1126,925,2461,3397,3789,5816,2738,1399,468,3615,1543,867,598,3613.086,19149.38,19,46,10,383,1,10,8,56,1,0,48414919
97682,1794,1838,3626,4550,4645,6389,3765,1885,675,3994,2423,1977,1635,11421.66,11630.93,29,49,2,369,8,8,13,75,1,1,68132912
141025,2178,2135,5681,5413,4521,5001,4005,2465,1020,6588,3112,2460,2088,5583.205,23880.62,43,53,15,553,1,21,11,13,69,2,55422041
164676,485,689,2426,2152,1816,2803,1984,1214,463,4096,1413,926,597,4382.494,37378.03,19,37,9,298,2,7,4,18,5,0,57553088
148106,3379,3714,11411,7144,6845,6524,4966,2997,1230,9694,3890,3604,3242,5263.274,20701.65,48,43,5,459,6,17,18,22,7,2,76731905
146064,2465,2114,4642,5174,4659,4296,3196,1936,793,5123,2675,2298,2108,1839.473,24517.38,19,37,8,270,0,6,5,13,4,1,40798454
134293,1548,1838,4331,4546,3989,4042,3051,1997,695,5028,2577,2076,1577,1363.218,18988.56,12,25,0,158,1,6,4,10,4,0,41763163
88902,2016,2149,4734,5268,4638,4764,3575,2154,847,5374,3042,2465,1983,1849.717,33733.94,14,25,1,174,1,3,2,13,2,0,43940557
117570,2506,2568,7290,5267,5003,5309,3851,2502,1056,5509,3001,2718,2377,1246.405,20606.02,28,40,5,449,2,10,11,11,4,1,50732573
117786,982,1094,5353,5006,3080,3538,3002,1688,461,7407,2598,1570,1116,5824.094,26661.42,28,33,10,442,2,9,10,37,1,0,53045285
152933,2021,1811,3907,4979,4265,4497,3836,2339,762,4150,2864,2377,1932,2399.621,26675.77,27,32,8,455,2,7,11,29,2,2,18857144
135543,2304,1783,3718,4546,4043,4047,3434,1964,599,3467,2450,2222,1973,14880.37,36093.11,13,21,1,162,0,2,2,5,10,0,27751957
102743,836,863,2665,2735,2174,2263,1901,1197,348,3060,1574,1135,936,1328.884,14122.83,9,22,2,105,2,5,2,9,1,1,37361375
69552,942,961,2079,2233,2053,2020,1523,900,327,2249,1231,1067,929,1633.565,26787.54,6,12,0,61,0,1,2,1,0,0,69443463
120680,2627,4507,6594,5837,7141,5980,3960,2396,990,6844,3218,2860,3200,11021.24,10622.17,36,42,3,295,3,6,9,14,7,2,40413518
121534,1901,2754,3413,3637,4930,4868,3038,1588,606,3515,1926,1785,1987,7354.478,69989.15,10,30,5,193,3,3,3,10,2,1,41607918
148477,1649,1833,3459,3609,3408,2848,2100,1384,477,4105,1726,1476,1453,21037.01,12408.47,28,26,3,300,0,4,12,10,0,0,69217908
110564,1520,1665,4922,4664,3687,3915,3261,1996,653,5732,2664,1898,1492,1935.085,44244.18,21,28,0,253,4,5,5,20,4,0,24395868
129783,1556,1234,2007,2824,2738,2366,1889,1206,486,1966,1561,1486,1208,2531.501,40081.4,7,14,2,62,2,2,1,2,1,0,90845370
84944,2349,3358,4094,4445,5766,5095,3941,2614,906,3920,3041,2628,2591,6099.838,26853.25,10,20,0,98,0,4,4,2,7,0,65243423
116881,1410,1545,7681,6347,3916,3801,3167,2023,596,10475,2927,1830,1406,3717.711,19287.97,36,34,11,309,1,9,4,14,5,0,37166411
158253,898,957,5535,3806,2202,1757,1348,942,311,7493,1473,873,669,9311.106,21118.67,26,26,13,541,1,4,11,27,4,0,47211382
145424,1061,1616,9957,5750,3646,3595,2892,1841,545,14014,2514,1350,1101,6967.368,17092.61,42,48,32,419,1,9,11,23,2,1,51006535
125185,2568,2753,5555,6054,5727,5286,4259,2632,811,6604,3494,2663,2409,7577.247,8112.134,24,42,0,296,3,4,12,18,3,0,57479477
146400,496,759,4357,3088,1879,2088,1663,1125,369,5926,1562,854,670,1356.923,8988.035,19,13,0,235,0,2,5,9,6,1,66967525
